Heuristic,BSP,Painter,H,N,S
FreeSplit,7.87,0.82,37,22127,13832
First,13.35,1.13,95,25319,17062
Random,8.01,0.95,37,22063,13901
FreeSplit,9.26,0.86,39,22211,13902
First,12.56,1.12,95,25319,17062
Random,8.03,0.90,38,21927,13850
FreeSplit,8.97,0.89,46,22143,13845
First,13.26,1.07,95,25319,17062
Random,9.15,0.91,37,21983,13846
FreeSplit,8.41,0.86,37,22067,13786
First,12.79,1.08,95,25319,17062
Random,7.10,0.86,32,21993,13807
FreeSplit,8.75,0.92,38,22191,13868
First,13.35,1.14,95,25319,17062
Random,7.63,0.84,34,22129,13905
FreeSplit,8.77,0.92,41,22221,13873
First,13.36,1.07,95,25319,17062
Random,7.25,0.81,35,22021,13914
FreeSplit,9.45,0.91,38,22153,13851
First,13.99,1.04,95,25319,17062
Random,18.56,1.75,40,21967,13797
FreeSplit,12.28,0.88,37,22163,13882
First,12.38,1.07,95,25319,17062
Random,7.44,0.86,39,22099,13930
FreeSplit,9.10,0.91,37,22265,13852
First,13.18,1.10,95,25319,17062
Random,7.82,0.87,36,22027,13891
FreeSplit,8.34,0.90,35,22197,13855
First,13.15,1.08,95,25319,17062
Random,8.09,0.89,37,22051,13947
FreeSplit,8.51,0.84,44,22227,13913
First,13.00,1.34,95,25319,17062
Random,7.53,0.84,37,21973,13855
FreeSplit,8.25,0.88,38,22087,13740
First,19.54,1.08,95,25319,17062
Random,7.60,0.90,33,22053,13914
FreeSplit,9.31,1.03,35,22165,13831
First,14.24,1.07,95,25319,17062
Random,8.74,0.99,37,22051,13904
FreeSplit,8.43,0.90,38,22229,13902
First,13.33,1.07,95,25319,17062
Random,7.41,0.86,36,21917,13819
FreeSplit,7.87,0.86,39,22049,13775
First,13.32,1.13,95,25319,17062
Random,8.14,0.86,34,21939,13831
FreeSplit,9.12,0.88,39,22149,13849
First,22.62,2.41,95,25319,17062
Random,18.35,1.66,34,22029,13859
FreeSplit,15.44,1.31,36,22159,13914
First,18.66,1.01,95,25319,17062
Random,8.11,0.78,39,22009,13863
FreeSplit,8.99,0.88,40,22285,13982
First,12.24,1.05,95,25319,17062
Random,7.87,0.86,34,21943,13784
FreeSplit,8.89,0.90,42,22295,13940
First,14.58,1.18,95,25319,17062
Random,8.53,0.84,36,22017,13845
FreeSplit,7.86,0.94,36,22287,13911
First,13.75,1.10,95,25319,17062
Random,7.62,0.85,36,21959,13847
FreeSplit,8.80,0.86,37,22311,13973
First,13.24,1.14,95,25319,17062
Random,7.40,0.87,36,22013,13875
FreeSplit,7.98,0.84,40,22177,13857
First,13.17,1.10,95,25319,17062
Random,8.60,0.89,41,22179,13985
FreeSplit,8.64,0.87,41,22143,13826
First,13.22,1.11,95,25319,17062
Random,7.79,0.88,35,21877,13799
FreeSplit,9.03,0.87,40,22115,13871
First,13.17,1.10,95,25319,17062
Random,7.32,0.84,35,22037,13899
FreeSplit,8.87,0.85,41,22291,13956
First,13.18,1.12,95,25319,17062
Random,7.35,0.80,35,21991,13864
FreeSplit,8.34,0.94,39,22215,13907
First,13.25,1.00,95,25319,17062
Random,7.53,0.89,33,22031,13857
FreeSplit,8.52,0.82,41,22207,13916
First,14.56,1.13,95,25319,17062
Random,7.68,0.88,38,21829,13743
FreeSplit,7.89,0.89,37,22249,13918
First,13.05,1.11,95,25319,17062
Random,8.36,0.88,38,21993,13903
FreeSplit,8.56,0.90,40,22167,13815
First,12.41,1.06,95,25319,17062
Random,7.13,0.85,35,21997,13837
FreeSplit,8.88,0.81,35,22233,13922
First,12.42,1.08,95,25319,17062
Random,8.13,0.92,37,22165,14044
FreeSplit,8.45,0.82,37,22209,13882
First,12.70,1.01,95,25319,17062
Random,9.25,1.00,37,22107,13946
FreeSplit,8.84,0.93,37,22269,13934
First,13.34,1.07,95,25319,17062
Random,7.15,0.85,38,21955,13852
FreeSplit,8.89,0.81,43,22225,13867
First,13.95,1.07,95,25319,17062
Random,7.24,0.84,38,22123,13984
FreeSplit,8.01,0.85,40,22281,13985
First,13.47,1.03,95,25319,17062
Random,7.62,0.78,35,22107,13917
FreeSplit,8.32,0.78,36,22261,13876
First,14.26,1.04,95,25319,17062
Random,7.41,0.90,38,22103,13950
FreeSplit,8.90,0.90,42,22165,13856
First,13.45,1.09,95,25319,17062
Random,8.02,0.92,38,21989,13820
FreeSplit,8.63,0.87,36,22157,13858
First,12.73,1.06,95,25319,17062
Random,8.71,0.87,34,22105,13990
FreeSplit,8.79,0.83,41,22177,13815
First,12.22,1.12,95,25319,17062
Random,7.72,0.94,36,22103,13955
FreeSplit,8.48,0.85,40,22119,13840
First,13.21,1.32,95,25319,17062
Random,7.96,0.89,40,22031,13881
FreeSplit,8.77,0.84,41,22209,13859
First,13.25,1.01,95,25319,17062
Random,7.40,0.83,33,21913,13762
FreeSplit,8.58,0.91,41,22083,13787
First,13.53,1.04,95,25319,17062
Random,7.52,0.82,36,22029,13832
FreeSplit,8.60,0.86,38,22137,13880
First,12.58,1.11,95,25319,17062
Random,7.55,0.83,35,21965,13876
FreeSplit,8.80,0.91,37,22197,13844
First,13.09,1.72,95,25319,17062
Random,7.66,0.83,37,21955,13836
FreeSplit,9.21,0.81,38,22077,13775
First,13.44,1.10,95,25319,17062
Random,8.73,0.84,36,21873,13811
FreeSplit,8.52,0.89,40,22195,13853
First,13.92,1.07,95,25319,17062
Random,8.41,0.83,37,22013,13883
FreeSplit,8.18,0.88,36,22059,13728
First,13.35,1.10,95,25319,17062
Random,7.61,0.88,35,21977,13865
FreeSplit,8.03,0.85,37,22261,13903
First,13.25,1.10,95,25319,17062
Random,7.95,0.87,36,22019,13858
FreeSplit,9.64,0.85,36,22105,13851
First,12.27,1.06,95,25319,17062
Random,7.24,0.83,34,22087,13913
FreeSplit,8.30,0.85,38,22199,13853
First,13.51,1.10,95,25319,17062
Random,7.34,0.85,33,22061,13907
FreeSplit,9.06,0.87,40,22279,13883
First,13.00,1.09,95,25319,17062
Random,8.67,0.86,37,22073,13912
FreeSplit,8.70,0.92,38,22089,13789
First,12.30,1.24,95,25319,17062
Random,8.30,0.85,38,22101,13921
FreeSplit,8.48,0.84,38,22101,13801
First,12.66,1.12,95,25319,17062
Random,8.16,0.85,33,21891,13761
FreeSplit,7.72,0.83,36,22119,13820
First,12.73,1.09,95,25319,17062
Random,7.76,0.93,37,21947,13776
FreeSplit,8.86,0.87,37,22099,13781
First,13.30,0.91,95,25319,17062
Random,7.64,0.83,36,21993,13876
FreeSplit,8.03,1.04,36,21989,13698
First,13.79,1.04,95,25319,17062
Random,8.29,0.89,37,21973,13897
FreeSplit,8.05,0.86,36,22163,13890
First,13.87,1.05,95,25319,17062
Random,7.86,1.16,36,22019,13824
FreeSplit,8.93,0.88,37,22205,13873
First,13.34,1.07,95,25319,17062
Random,7.77,0.86,41,21903,13855
FreeSplit,9.55,0.82,41,22277,13928
First,13.98,1.10,95,25319,17062
Random,7.75,0.87,37,21989,13891
FreeSplit,8.28,0.83,35,22397,13999
First,12.71,1.06,95,25319,17062
Random,7.20,0.86,35,22057,13955
FreeSplit,8.46,0.87,37,22247,13928
First,12.50,1.06,95,25319,17062
Random,7.15,0.84,35,22043,13916
FreeSplit,11.30,1.08,37,22235,13859
First,13.10,1.10,95,25319,17062
Random,7.94,0.83,35,22123,13938
FreeSplit,9.52,0.92,40,22253,13900
First,13.16,1.12,95,25319,17062
Random,7.60,0.89,37,22007,13857
FreeSplit,8.54,0.88,37,22219,13868
First,13.17,1.12,95,25319,17062
Random,7.92,0.90,36,22009,13879
FreeSplit,8.18,0.83,39,22171,13869
First,13.30,1.09,95,25319,17062
Random,7.68,0.89,37,22021,13894
FreeSplit,8.45,0.87,37,22093,13782
First,14.22,1.11,95,25319,17062
Random,7.38,0.82,36,22003,13899
FreeSplit,8.03,0.81,40,22189,13886
First,12.27,1.05,95,25319,17062
Random,7.98,0.97,37,21889,13785
FreeSplit,7.67,0.80,35,22185,13880
First,12.49,1.06,95,25319,17062
Random,7.61,0.92,40,21927,13769
FreeSplit,8.41,0.85,38,22181,13860
First,14.40,2.02,95,25319,17062
Random,16.11,1.04,36,21977,13862
FreeSplit,7.91,0.88,37,22201,13851
First,12.88,1.20,95,25319,17062
Random,8.54,0.93,35,22105,13956
FreeSplit,8.12,0.89,39,22091,13778
First,12.42,1.09,95,25319,17062
Random,7.45,0.83,37,21923,13823
FreeSplit,8.85,0.89,38,22213,13859
First,12.83,1.11,95,25319,17062
Random,7.55,0.84,40,21957,13829
FreeSplit,7.77,0.81,38,22007,13720
First,15.28,1.12,95,25319,17062
Random,7.83,0.79,35,22105,13967
FreeSplit,8.25,0.85,37,22197,13908
First,12.71,1.06,95,25319,17062
Random,7.29,0.79,39,22007,13867
FreeSplit,8.66,0.82,35,22275,13937
First,13.72,1.06,95,25319,17062
Random,7.10,0.87,38,22021,13888
FreeSplit,8.82,0.85,39,22111,13761
First,13.07,1.09,95,25319,17062
Random,8.48,0.83,33,21999,13874
FreeSplit,8.89,0.80,36,22159,13831
First,13.50,1.04,95,25319,17062
Random,8.31,0.94,35,22125,13911
FreeSplit,8.32,0.89,40,22095,13759
First,13.52,1.09,95,25319,17062
Random,7.90,0.82,40,22033,13910
FreeSplit,8.34,0.89,34,22063,13767
First,13.18,1.09,95,25319,17062
Random,8.08,0.83,35,22011,13897
FreeSplit,8.97,0.87,38,22133,13862
First,13.18,1.07,95,25319,17062
Random,7.54,0.87,33,22003,13853
FreeSplit,8.70,0.91,40,22121,13850
First,13.04,1.05,95,25319,17062
Random,7.04,0.78,35,21897,13782
FreeSplit,8.03,0.85,39,22147,13854
First,12.55,1.16,95,25319,17062
Random,7.48,0.84,34,21927,13825
FreeSplit,11.69,1.31,41,22111,13820
First,21.54,1.18,95,25319,17062
Random,7.94,0.92,35,21983,13835
FreeSplit,8.88,0.79,37,22143,13846
First,14.57,1.11,95,25319,17062
Random,7.53,0.90,37,21945,13807
FreeSplit,9.09,0.85,42,22265,13919
First,13.23,1.25,95,25319,17062
Random,7.81,0.91,36,22041,13887
FreeSplit,7.84,0.83,39,21827,13628
First,12.31,1.02,95,25319,17062
Random,14.73,1.43,43,22113,13952
FreeSplit,16.83,1.33,38,22087,13817
First,25.61,1.63,95,25319,17062
Random,12.55,1.26,36,22011,13915
FreeSplit,14.22,1.20,35,22135,13807
First,13.03,1.06,95,25319,17062
Random,7.21,0.86,36,22123,13935
FreeSplit,8.60,0.84,38,22227,13944
First,12.77,1.08,95,25319,17062
Random,7.16,0.78,34,22021,13894
FreeSplit,8.36,0.86,39,22197,13924
First,13.87,1.11,95,25319,17062
Random,7.75,0.86,36,22181,14002
FreeSplit,8.32,0.85,33,22165,13856
First,13.24,1.11,95,25319,17062
Random,7.60,0.88,35,21971,13825
FreeSplit,8.30,0.86,37,22167,13911
First,12.81,1.38,95,25319,17062
Random,8.37,0.84,42,21889,13775
FreeSplit,8.03,0.85,38,22123,13838
First,12.73,1.10,95,25319,17062
Random,8.94,0.78,43,22053,13899
FreeSplit,7.81,0.85,38,22055,13755
First,12.79,1.10,95,25319,17062
Random,7.62,0.86,35,21947,13785
FreeSplit,8.28,0.84,39,22057,13813
First,12.52,1.08,95,25319,17062
Random,7.40,0.80,36,21969,13848
FreeSplit,8.46,0.98,36,22215,13860
First,13.23,1.13,95,25319,17062
Random,8.79,0.86,40,22073,13915
FreeSplit,9.60,0.89,40,22203,13843
First,13.17,1.11,95,25319,17062
Random,7.86,0.83,35,22015,13901
FreeSplit,8.74,0.77,40,22259,13955
First,13.01,1.07,95,25319,17062
Random,7.65,0.89,36,21997,13906
FreeSplit,9.41,0.81,43,22199,13874
First,14.70,1.12,95,25319,17062
Random,9.14,0.88,40,22007,13879
FreeSplit,9.05,0.89,35,22177,13832
First,12.86,1.05,95,25319,17062
Random,7.24,0.84,35,21995,13867
FreeSplit,8.51,0.76,39,22181,13864
First,12.78,1.07,95,25319,17062
Random,7.76,0.86,36,21871,13787
FreeSplit,8.75,0.96,37,22201,13903
First,12.26,1.06,95,25319,17062
Random,7.10,0.84,35,22033,13876
FreeSplit,8.60,0.84,37,22111,13845
First,13.18,1.09,95,25319,17062
Random,7.81,0.90,35,22085,13918
FreeSplit,8.89,0.91,39,22107,13828
First,13.19,1.11,95,25319,17062
Random,7.60,0.86,36,21939,13822
FreeSplit,8.08,0.84,40,22157,13865
First,13.29,1.11,95,25319,17062
Random,7.60,0.83,35,22149,13976
FreeSplit,8.76,0.88,40,22247,13944
First,13.32,1.13,95,25319,17062
Random,7.66,0.86,43,22067,13857
FreeSplit,8.55,0.89,35,22307,13944
First,13.15,1.13,95,25319,17062
Random,7.74,0.81,37,21973,13814
FreeSplit,15.23,1.35,37,22319,13958
First,22.79,1.58,95,25319,17062
Random,10.51,0.83,37,21977,13881
FreeSplit,8.49,0.85,41,22173,13858
First,14.32,1.10,95,25319,17062
Random,7.49,0.84,36,21889,13812
FreeSplit,8.64,0.87,38,22157,13870
First,14.22,1.09,95,25319,17062
Random,7.72,0.84,35,22103,13893
FreeSplit,8.50,0.94,37,22355,14010
First,13.14,1.07,95,25319,17062
Random,8.06,0.76,35,22059,13884
FreeSplit,9.27,0.82,40,22099,13806
First,13.55,1.11,95,25319,17062
Random,8.54,0.86,38,21967,13839
FreeSplit,8.82,0.84,39,22123,13841
First,13.62,1.16,95,25319,17062
Random,7.82,0.91,37,21951,13828
FreeSplit,7.97,0.86,36,22293,13970
First,12.34,1.16,95,25319,17062
Random,7.10,0.79,37,21801,13738
FreeSplit,8.53,1.05,38,22169,13875
First,12.72,1.21,95,25319,17062
Random,6.98,0.86,34,22027,13874
FreeSplit,8.42,0.90,35,22167,13820
First,13.42,1.10,95,25319,17062
Random,7.45,0.88,37,21947,13846
FreeSplit,8.22,0.81,36,22053,13740
First,13.71,1.10,95,25319,17062
Random,8.64,0.78,42,22029,13870
FreeSplit,9.61,0.91,39,22289,13931
First,13.09,1.17,95,25319,17062
Random,7.59,0.83,40,21989,13788
FreeSplit,8.91,0.86,38,22219,13909
First,12.68,0.88,95,25319,17062
Random,8.55,0.91,38,22039,13896
FreeSplit,8.74,0.84,41,22221,13851
First,13.90,1.05,95,25319,17062
Random,8.64,0.82,34,21953,13790
FreeSplit,8.24,0.88,35,22197,13849
First,13.34,1.10,95,25319,17062
Random,8.37,0.84,38,21775,13721
FreeSplit,8.66,0.84,37,22223,13905
First,12.84,1.13,95,25319,17062
Random,7.24,0.87,36,22097,13933
FreeSplit,8.43,1.21,38,22239,13880
First,13.41,1.03,95,25319,17062
Random,7.89,0.81,38,22049,13894
FreeSplit,9.22,0.90,36,22245,13912
First,13.24,1.10,95,25319,17062
Random,8.47,0.80,37,21993,13861
FreeSplit,19.55,0.98,37,22015,13758
First,15.86,1.12,95,25319,17062
Random,7.81,0.84,36,22011,13837
FreeSplit,8.12,0.83,38,22237,13900
First,14.17,1.08,95,25319,17062
Random,7.72,0.84,36,22075,13948
FreeSplit,8.39,0.85,35,22227,13935
First,13.49,1.09,95,25319,17062
Random,7.68,0.87,37,21827,13746
FreeSplit,8.61,0.90,36,22173,13853
First,13.18,1.09,95,25319,17062
Random,7.92,0.83,35,22061,13945
FreeSplit,8.67,0.90,36,22067,13820
First,13.30,1.10,95,25319,17062
Random,9.03,0.84,38,22055,13960
FreeSplit,9.73,0.80,41,22177,13916
First,13.61,1.03,95,25319,17062
Random,8.76,0.80,36,22013,13862
FreeSplit,8.43,0.82,37,22229,13897
First,12.43,1.02,95,25319,17062
Random,8.55,0.83,39,22077,13910
FreeSplit,8.02,0.86,40,22203,13853
First,13.20,1.11,95,25319,17062
Random,7.81,0.86,35,22067,13905
FreeSplit,8.67,0.91,38,22259,13881
First,13.18,1.10,95,25319,17062
Random,7.90,0.83,39,21963,13789
FreeSplit,8.62,0.82,38,22035,13764
First,13.82,1.04,95,25319,17062
Random,7.81,0.76,37,21967,13827
FreeSplit,9.44,0.85,40,22229,13920
First,13.41,1.09,95,25319,17062
Random,8.37,0.81,36,22001,13883
FreeSplit,8.56,0.78,38,21937,13730
First,13.51,1.12,95,25319,17062
Random,7.62,0.83,35,22023,13822
FreeSplit,8.26,0.91,35,22079,13789
First,13.30,1.09,95,25319,17062
Random,7.85,0.83,36,22013,13885
FreeSplit,8.56,0.83,38,22261,13909
First,13.16,1.11,95,25319,17062
Random,7.82,0.94,34,22011,13889
FreeSplit,8.36,0.85,38,22099,13832
First,12.80,1.09,95,25319,17062
Random,7.25,0.79,36,21975,13859
FreeSplit,8.14,0.89,36,22219,13850
First,13.14,1.11,95,25319,17062
Random,7.68,0.89,38,22159,13976
FreeSplit,8.29,0.88,36,22219,13885
First,13.71,1.15,95,25319,17062
Random,7.38,0.95,37,21939,13827
FreeSplit,8.80,0.80,41,22297,13914
First,13.59,1.11,95,25319,17062
Random,8.18,1.96,36,22073,13884
FreeSplit,8.79,0.91,38,22287,13923
First,13.72,1.06,95,25319,17062
Random,7.71,0.89,37,22015,13930
FreeSplit,8.67,0.84,38,22235,13893
First,13.27,1.27,95,25319,17062
Random,8.00,0.89,38,22103,13962
FreeSplit,8.62,0.88,36,22105,13827
First,13.21,1.07,95,25319,17062
Random,8.81,0.82,38,21987,13872
FreeSplit,7.75,0.89,35,22113,13849
First,12.39,1.16,95,25319,17062
Random,7.58,0.88,34,21985,13820
FreeSplit,9.05,0.90,37,22285,13943
First,12.26,1.11,95,25319,17062
Random,7.24,0.86,39,22071,13928
FreeSplit,8.06,0.91,38,22275,13899
First,12.99,1.07,95,25319,17062
Random,7.17,0.85,37,21989,13855
FreeSplit,8.56,0.89,38,22165,13853
First,12.79,1.09,95,25319,17062
Random,7.79,0.90,40,22055,13976
FreeSplit,8.71,0.88,39,22187,13883
First,13.68,1.10,95,25319,17062
Random,7.53,0.84,34,22057,13944
FreeSplit,7.75,0.82,40,22081,13763
First,13.52,1.14,95,25319,17062
Random,7.70,0.85,36,22061,13947
FreeSplit,8.33,0.89,41,22117,13824
First,13.76,1.04,95,25319,17062
Random,8.31,0.92,35,22023,13948
FreeSplit,8.80,0.86,36,22249,13926
First,13.60,1.08,95,25319,17062
Random,8.08,0.85,37,22053,13895
FreeSplit,8.59,0.85,36,22185,13867
First,13.14,1.11,95,25319,17062
Random,8.07,0.81,35,22049,13957
FreeSplit,9.12,0.88,33,22219,13878
First,12.38,1.10,95,25319,17062
Random,7.90,0.91,35,22023,13839
FreeSplit,8.27,0.87,39,22227,13903
First,13.76,1.04,95,25319,17062
Random,8.29,0.78,41,21885,13793
FreeSplit,8.36,0.89,37,22187,13901
First,13.27,1.27,95,25319,17062
Random,7.46,0.85,34,22039,13901
FreeSplit,8.43,0.86,37,22107,13825
First,13.73,1.24,95,25319,17062
Random,7.96,0.88,39,21947,13830
FreeSplit,8.48,0.88,37,22125,13799
First,13.31,1.09,95,25319,17062
Random,7.81,0.84,36,21969,13799
FreeSplit,8.56,0.84,38,22153,13807
First,13.53,1.10,95,25319,17062
Random,8.10,0.89,40,22169,13996
FreeSplit,17.17,1.79,37,22259,13952
First,30.15,1.73,95,25319,17062
Random,12.67,1.17,38,22101,13970
FreeSplit,10.91,1.28,40,22211,13899
First,12.89,1.19,95,25319,17062
Random,7.30,0.83,40,22027,13899
FreeSplit,8.50,0.78,35,22283,13925
First,20.07,1.48,95,25319,17062
Random,12.65,1.12,40,22063,13918
FreeSplit,9.58,0.91,36,22099,13781
First,13.19,1.04,95,25319,17062
Random,8.34,0.83,36,22005,13867
FreeSplit,9.40,0.82,40,22257,13891
First,14.13,1.06,95,25319,17062
Random,8.58,0.77,35,21949,13804
FreeSplit,8.64,0.77,39,22259,13892
First,13.36,1.00,95,25319,17062
Random,8.38,0.80,38,21965,13849
FreeSplit,10.34,1.45,42,22173,13860
First,17.99,1.14,95,25319,17062
Random,7.34,0.85,35,22027,13863
FreeSplit,8.32,0.86,40,22011,13794
First,13.61,1.06,95,25319,17062
Random,7.16,0.85,33,22003,13879
FreeSplit,7.84,0.86,35,22053,13785
First,12.66,1.05,95,25319,17062
Random,8.36,0.85,36,21941,13823
FreeSplit,8.68,0.89,36,22113,13833
First,12.70,1.16,95,25319,17062
Random,7.73,0.86,36,22039,13874
FreeSplit,9.02,0.81,37,22249,13932
First,13.93,1.08,95,25319,17062
Random,7.56,0.87,34,22079,13899
FreeSplit,8.76,0.83,40,22109,13807
First,13.61,1.10,95,25319,17062
Random,7.78,0.86,41,21969,13794
FreeSplit,9.10,0.89,38,22347,13945
First,13.17,1.10,95,25319,17062
Random,8.36,0.79,38,22025,13866
FreeSplit,9.06,0.83,39,22057,13783
First,14.04,1.10,95,25319,17062
Random,7.19,0.86,44,22025,13869
FreeSplit,9.08,0.81,37,22205,13907
First,13.37,1.03,95,25319,17062
Random,8.35,0.80,35,21937,13846
