Heuristic,BSP,Painter,H,N,S
First,5.26,0.68,54,6497,4541
Random,3.16,0.57,25,5837,3985
FreeSplit,3.64,0.63,27,5839,3888
First,5.39,0.78,54,6497,4541
Random,3.53,0.56,30,5801,3903
FreeSplit,3.79,0.54,30,5921,3930
First,5.18,0.55,54,6497,4541
Random,3.39,0.60,28,5847,3935
FreeSplit,3.69,0.55,30,5875,3913
First,4.82,0.57,54,6497,4541
Random,2.89,0.44,30,5883,3957
FreeSplit,3.11,0.69,30,5843,3883
First,5.38,0.62,54,6497,4541
Random,3.23,0.65,27,5893,3919
FreeSplit,3.38,0.49,32,5871,3934
First,5.09,0.57,54,6497,4541
Random,2.96,0.47,29,5835,3908
FreeSplit,3.46,0.57,33,5887,3900
First,5.79,0.70,54,6497,4541
Random,3.23,0.55,30,5835,3928
FreeSplit,4.09,0.45,29,5825,3879
First,6.36,0.71,54,6497,4541
Random,3.81,0.44,27,5855,3917
FreeSplit,4.11,0.47,28,6005,4027
First,6.26,0.57,54,6497,4541
Random,3.71,0.43,26,5891,3977
FreeSplit,3.99,0.48,32,5913,3934
First,6.22,0.56,54,6497,4541
Random,3.71,0.54,28,5761,3878
FreeSplit,4.23,0.45,30,5859,3908
First,6.35,0.60,54,6497,4541
Random,3.56,0.47,28,5823,3913
FreeSplit,3.84,0.42,27,5789,3843
First,6.24,0.83,54,6497,4541
Random,3.93,0.55,27,5817,3908
FreeSplit,4.04,0.63,27,5925,3945
First,5.47,0.53,54,6497,4541
Random,2.93,0.43,29,5797,3884
FreeSplit,3.32,0.43,30,5893,3930
First,4.57,0.51,54,6497,4541
Random,2.98,0.44,25,5879,3955
FreeSplit,3.49,0.52,29,5915,3932
First,4.19,0.55,54,6497,4541
Random,2.79,0.55,34,5819,3920
FreeSplit,3.22,0.78,31,5891,3906
First,4.14,0.53,54,6497,4541
Random,2.90,0.44,26,5819,3930
FreeSplit,3.18,0.46,29,5901,3918
First,4.48,0.64,54,6497,4541
Random,3.18,0.43,30,5877,3972
FreeSplit,3.22,0.47,29,5975,3964
First,4.51,0.56,54,6497,4541
Random,3.00,0.43,28,5893,3983
FreeSplit,3.31,0.44,28,5853,3915
First,4.45,0.55,54,6497,4541
Random,3.16,0.61,27,5815,3919
FreeSplit,3.13,0.54,32,5833,3879
First,4.15,0.64,54,6497,4541
Random,3.03,0.48,32,5821,3938
FreeSplit,3.24,0.47,27,5799,3881
First,4.28,0.64,54,6497,4541
Random,2.84,0.49,28,5811,3922
FreeSplit,3.36,0.57,36,5911,3910
First,4.20,0.59,54,6497,4541
Random,3.14,0.56,27,5883,3947
FreeSplit,3.37,0.55,28,5795,3858
First,4.38,0.65,54,6497,4541
Random,3.09,0.59,26,5873,3934
FreeSplit,3.17,0.50,29,5863,3898
First,4.10,0.58,54,6497,4541
Random,2.89,0.45,31,5829,3924
FreeSplit,3.15,0.48,29,5873,3904
First,4.31,0.58,54,6497,4541
Random,3.15,0.51,28,5841,3939
FreeSplit,3.25,0.52,31,5939,3936
First,4.96,0.66,54,6497,4541
Random,3.34,0.59,32,5827,3921
FreeSplit,3.41,0.64,27,5867,3873
First,4.98,0.55,54,6497,4541
Random,3.06,0.55,28,5789,3881
FreeSplit,5.64,0.50,30,5847,3877
First,5.06,0.62,54,6497,4541
Random,3.01,0.49,27,5849,3947
FreeSplit,3.12,0.49,29,5849,3884
First,4.82,0.58,54,6497,4541
Random,2.98,0.51,28,5873,3915
FreeSplit,3.16,0.51,29,5927,3944
First,4.95,0.81,54,6497,4541
Random,3.24,0.61,31,5865,3952
FreeSplit,3.44,0.66,32,5873,3920
First,3.93,0.32,54,6497,4541
Random,1.96,0.20,33,5861,3926
FreeSplit,2.01,0.19,28,5797,3861
First,2.83,0.23,54,6497,4541
Random,1.83,0.20,26,5867,3943
FreeSplit,2.09,0.20,29,5835,3884
First,2.85,0.24,54,6497,4541
Random,1.88,0.31,31,5773,3862
FreeSplit,2.44,0.23,26,5911,3941
First,2.87,0.26,54,6497,4541
Random,1.89,0.22,27,5841,3928
FreeSplit,2.20,0.22,28,5991,3984
First,2.88,0.26,54,6497,4541
Random,1.95,0.20,30,5811,3919
FreeSplit,1.94,0.20,28,5865,3933
First,2.84,0.24,54,6497,4541
Random,1.81,0.20,27,5837,3935
FreeSplit,2.14,0.24,30,5881,3921
First,2.86,0.26,54,6497,4541
Random,1.90,0.21,29,5839,3945
FreeSplit,2.06,0.19,28,5865,3907
First,3.32,0.22,54,6497,4541
Random,2.24,0.17,30,5817,3916
FreeSplit,2.55,0.28,28,5949,3974
First,3.69,0.21,54,6497,4541
Random,2.35,0.17,28,5825,3919
FreeSplit,2.58,0.18,28,5861,3934
First,3.67,0.23,54,6497,4541
Random,2.44,0.16,32,5767,3883
FreeSplit,2.47,0.17,27,5819,3866
First,3.69,0.25,54,6497,4541
Random,2.40,0.17,28,5831,3925
FreeSplit,2.60,0.17,31,5969,3976
First,3.62,0.20,54,6497,4541
Random,2.41,0.16,28,5759,3870
FreeSplit,2.69,0.23,31,5937,3963
First,3.83,0.28,54,6497,4541
Random,2.70,0.33,29,5855,3939
FreeSplit,4.12,0.31,36,5887,3921
First,6.14,0.39,54,6497,4541
Random,2.68,0.17,31,5833,3930
FreeSplit,2.53,0.18,29,5885,3917
First,3.60,0.20,54,6497,4541
Random,2.32,0.17,31,5809,3924
FreeSplit,2.73,0.18,33,5891,3910
First,3.63,0.20,54,6497,4541
Random,2.42,0.19,29,5801,3912
FreeSplit,2.52,0.17,30,5891,3947
First,3.63,0.23,54,6497,4541
Random,2.38,0.23,26,5769,3897
FreeSplit,2.61,0.31,28,5855,3914
First,3.94,0.29,54,6497,4541
Random,2.42,0.23,29,5803,3910
FreeSplit,2.58,0.24,27,5815,3876
First,3.65,0.23,54,6497,4541
Random,2.28,0.17,30,5839,3938
FreeSplit,2.58,0.20,27,5851,3928
First,3.06,0.26,54,6497,4541
Random,1.86,0.20,25,5825,3915
FreeSplit,2.04,0.19,29,5801,3869
First,2.50,0.22,54,6497,4541
Random,1.86,0.19,31,5775,3906
FreeSplit,2.26,0.21,28,5879,3932
First,2.50,0.22,54,6497,4541
Random,1.78,0.18,27,5803,3913
FreeSplit,1.95,0.19,28,5855,3889
First,2.49,0.22,54,6497,4541
Random,1.74,0.19,29,5859,3937
FreeSplit,1.95,0.18,30,5911,3931
First,2.57,0.22,54,6497,4541
Random,1.96,0.20,34,5857,3941
FreeSplit,2.05,0.29,32,5833,3864
First,2.54,0.37,54,6497,4541
Random,2.66,0.30,29,5751,3883
FreeSplit,2.47,0.19,33,5865,3905
First,2.50,0.21,54,6497,4541
Random,1.72,0.18,25,5743,3860
FreeSplit,2.00,0.18,30,5863,3909
First,2.51,0.23,54,6497,4541
Random,1.86,0.18,30,5799,3899
FreeSplit,2.00,0.27,29,5871,3908
First,2.49,0.21,54,6497,4541
Random,1.82,0.18,29,5845,3925
FreeSplit,2.01,0.20,30,5915,3939
First,2.49,0.27,54,6497,4541
Random,2.01,0.20,26,5889,3959
FreeSplit,2.03,0.19,29,5887,3910
First,2.48,0.21,54,6497,4541
Random,1.94,0.21,35,5863,3917
FreeSplit,2.05,0.18,29,5905,3902
First,2.49,0.22,54,6497,4541
Random,1.85,0.18,28,5947,4024
FreeSplit,2.08,0.32,30,5861,3919
First,3.10,0.25,54,6497,4541
Random,1.81,0.19,27,5821,3900
FreeSplit,2.00,0.20,33,5809,3889
First,2.64,0.25,54,6497,4541
Random,1.74,0.18,26,5847,3941
FreeSplit,2.05,0.18,32,5905,3919
First,2.48,0.22,54,6497,4541
Random,1.73,0.19,26,5845,3942
FreeSplit,2.01,0.18,28,5861,3899
First,2.49,0.21,54,6497,4541
Random,1.98,0.24,29,5803,3907
FreeSplit,2.07,0.19,30,5863,3903
First,2.49,0.21,54,6497,4541
Random,1.74,0.18,27,5829,3903
FreeSplit,1.92,0.17,26,5755,3844
First,2.65,0.36,54,6497,4541
Random,1.82,0.20,25,5805,3909
FreeSplit,1.98,0.19,31,5785,3854
First,2.49,0.22,54,6497,4541
Random,1.78,0.18,32,5875,3935
FreeSplit,2.53,0.19,30,5861,3893
First,4.08,0.37,54,6497,4541
Random,2.82,0.32,27,5865,3952
FreeSplit,3.27,0.33,30,5831,3893
First,3.96,0.49,54,6497,4541
Random,1.91,0.19,29,5871,3970
FreeSplit,2.02,0.19,28,5891,3930
First,2.48,0.21,54,6497,4541
Random,1.78,0.19,30,5869,3975
FreeSplit,2.03,0.18,25,5925,3940
First,2.49,0.21,54,6497,4541
Random,1.84,0.18,29,5901,3971
FreeSplit,1.99,0.19,31,5879,3918
First,2.48,0.21,54,6497,4541
Random,1.90,0.20,31,5811,3892
FreeSplit,2.10,0.21,32,5903,3921
First,2.62,0.37,54,6497,4541
Random,1.88,0.21,30,5783,3896
FreeSplit,2.14,0.21,30,5829,3881
First,3.55,0.31,54,6497,4541
Random,1.81,0.19,27,5813,3890
FreeSplit,2.04,0.21,31,5793,3839
First,2.54,0.27,54,6497,4541
Random,1.86,0.21,26,5823,3904
FreeSplit,2.12,0.21,30,5867,3905
First,2.57,0.25,54,6497,4541
Random,1.71,0.18,25,5847,3919
FreeSplit,2.06,0.25,31,5849,3896
First,2.50,0.21,54,6497,4541
Random,1.71,0.21,26,5809,3942
FreeSplit,2.11,0.20,34,5919,3937
First,2.46,0.23,54,6497,4541
Random,1.79,0.18,28,5815,3922
FreeSplit,2.10,0.18,29,5929,3950
First,2.47,0.21,54,6497,4541
Random,1.99,0.21,28,5777,3885
FreeSplit,2.07,0.19,30,5891,3945
First,2.47,0.21,54,6497,4541
Random,1.78,0.20,27,5879,3979
FreeSplit,2.21,0.20,31,5893,3929
First,2.48,0.22,54,6497,4541
Random,1.78,0.18,28,5771,3868
FreeSplit,2.29,0.26,31,5873,3913
First,2.52,0.22,54,6497,4541
Random,1.75,0.18,31,5865,3942
FreeSplit,2.04,0.18,35,5885,3950
First,2.47,0.21,54,6497,4541
Random,1.90,0.19,31,5849,3938
FreeSplit,1.91,0.19,28,5905,3930
First,2.47,0.21,54,6497,4541
Random,2.00,0.34,28,5809,3895
FreeSplit,2.71,0.20,27,5881,3931
First,2.49,0.21,54,6497,4541
Random,1.78,0.19,30,5795,3894
FreeSplit,1.99,0.27,29,5853,3879
First,2.48,0.22,54,6497,4541
Random,1.67,0.18,26,5763,3864
FreeSplit,2.02,0.19,32,5875,3935
First,2.47,0.21,54,6497,4541
Random,1.81,0.18,30,5809,3915
FreeSplit,2.01,0.19,30,5851,3908
First,2.48,0.21,54,6497,4541
Random,1.78,0.25,28,5827,3925
FreeSplit,2.17,0.21,32,5871,3907
First,2.50,0.24,54,6497,4541
Random,1.85,0.19,28,5797,3896
FreeSplit,2.24,0.21,28,5841,3901
First,2.47,0.20,54,6497,4541
Random,1.80,0.19,29,5823,3928
FreeSplit,2.02,0.20,33,5931,3966
First,2.47,0.21,54,6497,4541
Random,1.80,0.19,28,5861,3924
FreeSplit,1.99,0.18,30,5873,3891
First,2.48,0.21,54,6497,4541
Random,1.87,0.29,29,5847,3925
FreeSplit,2.04,0.18,27,5863,3901
First,2.54,0.21,54,6497,4541
Random,1.90,0.18,30,5847,3908
FreeSplit,2.09,0.19,32,5935,3954
First,2.54,0.21,54,6497,4541
Random,1.85,0.18,32,5915,3975
FreeSplit,2.03,0.18,28,5861,3894
First,2.89,0.22,54,6497,4541
Random,1.68,0.17,29,5765,3903
FreeSplit,1.94,0.18,28,5847,3923
First,2.55,0.21,54,6497,4541
Random,1.88,0.19,26,5819,3916
FreeSplit,1.99,0.19,25,5849,3900
First,2.96,0.22,54,6497,4541
Random,1.81,0.18,26,5823,3902
FreeSplit,1.99,0.18,28,5877,3919
First,2.55,0.21,54,6497,4541
Random,2.03,0.16,26,5819,3898
FreeSplit,2.41,0.18,27,5959,3961
First,3.10,0.20,54,6497,4541
Random,2.46,0.16,34,5799,3905
FreeSplit,2.59,0.17,30,5929,3938
First,4.22,0.39,54,6497,4541
Random,2.63,0.15,28,5695,3846
FreeSplit,2.60,0.16,33,5885,3930
First,3.28,0.20,54,6497,4541
Random,2.20,0.15,31,5835,3922
FreeSplit,2.58,0.17,28,5933,3939
First,3.55,0.24,54,6497,4541
Random,2.27,0.16,28,5915,3972
FreeSplit,2.53,0.16,30,5949,3964
First,3.53,0.23,54,6497,4541
Random,2.20,0.23,26,5779,3911
FreeSplit,2.74,0.16,29,5913,3927
First,3.44,0.21,54,6497,4541
Random,2.36,0.16,30,5797,3897
FreeSplit,2.42,0.16,28,5961,3975
First,3.28,0.19,54,6497,4541
Random,2.29,0.15,30,5789,3891
FreeSplit,2.63,0.16,32,5897,3945
First,3.27,0.19,54,6497,4541
Random,2.35,0.15,29,5851,3921
FreeSplit,2.57,0.16,30,5963,4001
First,3.27,0.19,54,6497,4541
Random,2.23,0.15,28,5875,3946
FreeSplit,2.50,0.15,31,5837,3875
First,3.27,0.18,54,6497,4541
Random,2.26,0.17,28,5841,3938
FreeSplit,2.58,0.19,28,5907,3943
First,3.29,0.20,54,6497,4541
Random,2.21,0.16,29,5815,3896
FreeSplit,2.83,0.17,32,5881,3917
First,3.27,0.20,54,6497,4541
Random,2.27,0.23,30,5813,3910
FreeSplit,3.29,0.24,32,5903,3936
First,3.31,0.20,54,6497,4541
Random,2.25,0.14,26,5763,3880
FreeSplit,2.51,0.15,28,5867,3925
First,3.50,0.28,54,6497,4541
Random,2.58,0.22,29,5813,3938
FreeSplit,3.90,0.33,30,5885,3905
First,4.68,0.29,54,6497,4541
Random,3.08,0.33,29,5751,3858
FreeSplit,2.94,0.21,32,5861,3914
First,3.29,0.22,54,6497,4541
Random,2.32,0.17,27,5865,3955
FreeSplit,2.55,0.19,32,5863,3905
First,3.31,0.22,54,6497,4541
Random,2.26,0.23,28,5839,3944
FreeSplit,4.00,0.37,29,5945,3980
First,5.13,0.40,54,6497,4541
Random,3.18,0.27,32,5887,3971
FreeSplit,3.49,0.31,28,5873,3897
First,3.33,0.23,54,6497,4541
Random,2.25,0.17,28,5831,3899
FreeSplit,2.57,0.21,32,5827,3873
First,3.68,0.26,54,6497,4541
Random,2.32,0.17,27,5751,3902
FreeSplit,2.44,0.17,27,5839,3867
First,3.84,0.27,54,6497,4541
Random,2.30,0.18,28,5811,3896
FreeSplit,2.55,0.19,31,5881,3890
First,3.50,0.29,54,6497,4541
Random,2.33,0.19,28,5807,3911
FreeSplit,2.50,0.19,29,5883,3897
First,3.57,0.26,54,6497,4541
Random,3.05,0.27,30,5707,3850
FreeSplit,3.52,0.26,31,5861,3892
First,3.53,0.27,54,6497,4541
Random,2.65,0.31,31,5889,3977
FreeSplit,3.15,0.26,31,5841,3888
First,3.59,0.27,54,6497,4541
Random,1.95,0.23,29,5823,3921
FreeSplit,2.14,0.19,28,5849,3892
First,3.31,0.25,54,6497,4541
Random,1.83,0.18,30,5815,3924
FreeSplit,2.08,0.18,33,5951,3945
First,2.49,0.21,54,6497,4541
Random,1.84,0.19,30,5849,3965
FreeSplit,2.10,0.19,35,5929,3951
First,2.49,0.21,54,6497,4541
Random,1.85,0.19,32,5831,3900
FreeSplit,1.97,0.18,29,5897,3921
First,2.49,0.21,54,6497,4541
Random,1.76,0.18,32,5751,3847
FreeSplit,1.96,0.18,28,5791,3846
First,2.51,0.22,54,6497,4541
Random,1.72,0.18,28,5817,3920
FreeSplit,2.01,0.18,34,5881,3930
First,2.50,0.25,54,6497,4541
Random,1.83,0.21,30,5791,3891
FreeSplit,1.95,0.18,29,5833,3846
First,2.49,0.21,54,6497,4541
Random,1.72,0.18,27,5857,3929
FreeSplit,2.01,0.18,28,5823,3886
First,2.50,0.22,54,6497,4541
Random,1.78,0.18,26,5821,3914
FreeSplit,2.09,0.18,35,5819,3874
First,2.56,0.27,54,6497,4541
Random,1.73,0.18,27,5717,3843
FreeSplit,1.95,0.19,28,5921,3941
First,2.48,0.23,54,6497,4541
Random,1.78,0.18,27,5835,3924
FreeSplit,2.02,0.18,30,5853,3902
First,2.47,0.21,54,6497,4541
Random,1.82,0.18,29,5795,3911
FreeSplit,2.27,0.23,31,5811,3867
First,2.47,0.21,54,6497,4541
Random,1.74,0.18,26,5797,3920
FreeSplit,1.94,0.20,30,5887,3938
First,2.48,0.23,54,6497,4541
Random,1.76,0.18,27,5841,3935
FreeSplit,2.00,0.18,30,5873,3919
First,2.50,0.21,54,6497,4541
Random,1.77,0.19,29,5809,3922
FreeSplit,2.04,0.18,31,5957,3946
First,2.48,0.21,54,6497,4541
Random,1.77,0.18,29,5881,3961
FreeSplit,2.01,0.18,27,5845,3911
First,2.47,0.21,54,6497,4541
Random,1.67,0.19,24,5769,3898
FreeSplit,1.95,0.18,26,5865,3897
First,2.51,0.27,54,6497,4541
Random,1.86,0.20,29,5829,3924
FreeSplit,2.39,0.33,28,5831,3883
First,2.59,0.21,54,6497,4541
Random,1.82,0.18,30,5905,3971
FreeSplit,1.96,0.17,29,5865,3895
First,2.48,0.21,54,6497,4541
Random,1.72,0.18,29,5855,3943
FreeSplit,2.07,0.18,30,5955,3964
First,2.48,0.21,54,6497,4541
Random,1.79,0.18,33,5819,3922
FreeSplit,1.98,0.18,28,5905,3958
First,2.50,0.23,54,6497,4541
Random,1.75,0.18,31,5677,3819
FreeSplit,2.05,0.18,32,5823,3872
First,2.48,0.21,54,6497,4541
Random,1.76,0.20,28,5849,3954
FreeSplit,2.04,0.19,31,5927,3937
First,2.48,0.21,54,6497,4541
Random,1.74,0.18,26,5889,3998
FreeSplit,1.97,0.18,29,5869,3919
First,2.46,0.21,54,6497,4541
Random,1.75,0.18,28,5797,3905
FreeSplit,1.96,0.18,29,5819,3863
First,2.47,0.25,54,6497,4541
Random,1.83,0.19,28,5885,3968
FreeSplit,2.01,0.19,28,5979,3984
First,2.47,0.20,54,6497,4541
Random,1.74,0.17,27,5793,3866
FreeSplit,1.93,0.18,29,5873,3891
First,2.52,0.21,54,6497,4541
Random,1.79,0.18,27,5813,3897
FreeSplit,1.98,0.18,31,5865,3910
First,2.52,0.26,54,6497,4541
Random,1.77,0.18,26,5831,3952
FreeSplit,1.94,0.17,28,5811,3858
First,2.48,0.21,54,6497,4541
Random,1.76,0.21,26,5891,3972
FreeSplit,1.87,0.17,27,5725,3792
First,2.47,0.25,54,6497,4541
Random,1.87,0.18,30,5847,3919
FreeSplit,2.05,0.19,35,5881,3908
First,2.47,0.21,54,6497,4541
Random,1.80,0.19,29,5797,3899
FreeSplit,1.99,0.19,28,5905,3954
First,2.48,0.21,54,6497,4541
Random,1.77,0.18,33,5857,3929
FreeSplit,1.96,0.19,28,5919,3952
First,2.48,0.21,54,6497,4541
Random,1.78,0.34,32,5747,3862
FreeSplit,2.57,0.22,29,5955,3964
First,2.43,0.21,54,6497,4541
Random,1.78,0.18,30,5853,3941
FreeSplit,2.00,0.19,32,5911,3947
First,2.48,0.21,54,6497,4541
Random,1.77,0.18,27,5759,3883
FreeSplit,1.96,0.19,27,5931,3960
First,2.47,0.21,54,6497,4541
Random,1.71,0.17,27,5809,3896
FreeSplit,1.98,0.18,29,5891,3939
First,2.46,0.21,54,6497,4541
Random,1.83,0.20,27,5891,3964
FreeSplit,2.00,0.19,29,5885,3934
First,2.47,0.20,54,6497,4541
Random,1.73,0.18,28,5847,3932
FreeSplit,1.99,0.27,30,5849,3919
First,3.21,0.22,54,6497,4541
Random,1.73,0.18,25,5833,3933
FreeSplit,2.00,0.20,34,5889,3927
First,2.46,0.21,54,6497,4541
Random,1.76,0.18,33,5751,3841
FreeSplit,2.01,0.18,32,5877,3907
First,2.47,0.21,54,6497,4541
Random,1.79,0.19,31,5871,3950
FreeSplit,1.93,0.19,26,5967,3982
First,2.47,0.21,54,6497,4541
Random,1.77,0.18,29,5821,3912
FreeSplit,2.01,0.22,27,5973,3988
First,2.34,0.22,54,6497,4541
Random,1.79,0.19,30,5905,3980
FreeSplit,1.91,0.17,29,5829,3868
First,2.47,0.21,54,6497,4541
Random,1.83,0.20,27,5841,3907
FreeSplit,2.01,0.18,29,5787,3874
First,2.47,0.21,54,6497,4541
Random,1.75,0.20,29,5777,3860
FreeSplit,2.05,0.18,30,5907,3917
First,2.47,0.21,54,6497,4541
Random,1.73,0.19,27,5855,3918
FreeSplit,2.00,0.18,31,5913,3929
First,2.47,0.21,54,6497,4541
Random,1.76,0.18,31,5871,3956
FreeSplit,1.95,0.18,30,5973,3973
First,2.47,0.22,54,6497,4541
Random,1.71,0.17,27,5787,3890
FreeSplit,1.98,0.18,30,5841,3924
First,2.46,0.21,54,6497,4541
Random,2.57,0.27,29,5831,3917
FreeSplit,2.13,0.22,30,5907,3939
First,2.53,0.25,54,6497,4541
Random,2.02,0.22,26,5809,3911
FreeSplit,1.99,0.21,29,5949,3971
First,2.53,0.25,54,6497,4541
Random,1.79,0.20,30,5823,3897
FreeSplit,2.02,0.21,29,5909,3963
First,2.51,0.25,54,6497,4541
Random,1.77,0.20,26,5759,3875
FreeSplit,2.02,0.20,31,5887,3913
First,2.63,0.25,54,6497,4541
Random,1.77,0.18,29,5769,3913
FreeSplit,2.06,0.18,32,5891,3921
First,2.48,0.21,54,6497,4541
Random,1.75,0.19,30,5801,3887
FreeSplit,1.97,0.24,30,5903,3911
First,2.50,0.21,54,6497,4541
Random,1.75,0.18,28,5813,3912
FreeSplit,1.95,0.18,31,5911,3920
First,2.47,0.23,54,6497,4541
Random,1.72,0.18,29,5779,3886
FreeSplit,2.03,0.19,32,5861,3940
First,2.47,0.21,54,6497,4541
Random,1.82,0.18,28,5757,3865
FreeSplit,2.00,0.18,30,5859,3906
First,2.49,0.22,54,6497,4541
Random,1.73,0.18,26,5783,3890
FreeSplit,1.93,0.19,31,5863,3901
First,2.49,0.21,54,6497,4541
Random,1.69,0.18,26,5795,3902
FreeSplit,2.14,0.18,31,5889,3927
First,2.48,0.21,54,6497,4541
Random,2.08,0.23,27,5797,3917
FreeSplit,2.05,0.18,29,5863,3905
First,2.48,0.21,54,6497,4541
Random,1.86,0.20,30,5803,3914
FreeSplit,1.99,0.18,33,5863,3897
First,2.47,0.23,54,6497,4541
Random,1.83,0.19,31,5815,3894
FreeSplit,1.92,0.18,27,5827,3897
First,2.47,0.21,54,6497,4541
Random,2.37,0.19,30,5785,3876
FreeSplit,1.95,0.18,27,5863,3921
First,2.47,0.21,54,6497,4541
Random,1.73,0.18,30,5825,3928
FreeSplit,2.02,0.22,30,5931,3953
First,2.52,0.26,54,6497,4541
Random,1.85,0.21,30,5853,3930
FreeSplit,2.02,0.23,29,5871,3884
First,2.53,0.26,54,6497,4541
Random,1.80,0.27,27,5887,3967
FreeSplit,2.06,0.23,32,5761,3837
First,2.52,0.25,54,6497,4541
Random,1.85,0.22,27,5827,3926
FreeSplit,1.98,0.20,29,5871,3876
First,2.52,0.26,54,6497,4541
Random,1.83,0.20,26,5847,3918
FreeSplit,2.08,0.21,32,5869,3898
First,2.51,0.24,54,6497,4541
Random,1.92,0.21,28,5857,3982
FreeSplit,2.08,0.22,33,5909,3898
First,2.51,0.21,54,6497,4541
Random,1.79,0.18,34,5825,3932
FreeSplit,1.99,0.18,29,5907,3903
First,2.51,0.21,54,6497,4541
Random,1.79,0.18,30,5875,3936
FreeSplit,1.99,0.18,27,5927,3960
First,2.46,0.21,54,6497,4541
Random,1.76,0.18,29,5833,3934
FreeSplit,1.96,0.18,28,5913,3945
First,2.47,0.22,54,6497,4541
Random,1.83,0.18,27,5881,3979
FreeSplit,1.93,0.20,28,5889,3888
First,2.47,0.21,54,6497,4541
Random,1.75,0.18,27,5853,3921
FreeSplit,2.00,0.19,36,5849,3875
First,2.47,0.21,54,6497,4541
Random,1.77,0.18,27,5857,3943
FreeSplit,2.05,0.18,32,5921,3940
First,2.46,0.21,54,6497,4541
Random,1.80,0.21,31,5797,3908
FreeSplit,2.01,0.20,28,5799,3861
First,2.46,0.21,54,6497,4541
Random,1.81,0.20,27,5819,3937
FreeSplit,2.06,0.18,30,5913,3953
First,2.46,0.21,54,6497,4541
Random,1.69,0.17,28,5827,3930
FreeSplit,2.03,0.18,28,6031,4033
First,2.49,0.26,54,6497,4541
Random,1.88,0.19,31,5903,3984
FreeSplit,2.03,0.18,35,5903,3911
First,2.47,0.21,54,6497,4541
Random,1.74,0.18,27,5873,3969
FreeSplit,2.05,0.18,32,5899,3925
First,2.46,0.22,54,6497,4541
Random,1.82,0.21,27,5853,3960
FreeSplit,1.97,0.17,28,5879,3926
First,3.39,0.27,54,6497,4541
Random,1.76,0.18,29,5835,3916
FreeSplit,2.00,0.18,29,5913,3944
First,2.48,0.21,54,6497,4541
Random,1.72,0.17,27,5751,3843
FreeSplit,3.18,0.34,34,5841,3906
First,4.12,0.42,54,6497,4541
Random,2.82,0.30,25,5825,3940
FreeSplit,3.06,0.32,30,5921,3945
First,4.14,0.34,54,6497,4541
Random,2.69,0.23,29,5759,3865
FreeSplit,2.04,0.18,32,5913,3934
First,2.50,0.28,54,6497,4541
Random,1.79,0.19,29,5831,3916
FreeSplit,1.93,0.18,27,5793,3862
First,2.46,0.21,54,6497,4541
Random,1.74,0.17,28,5855,3926
FreeSplit,1.99,0.19,34,5961,3961
First,2.47,0.21,54,6497,4541
Random,1.87,0.22,28,5813,3895
FreeSplit,2.00,0.18,34,5817,3880
First,2.47,0.20,54,6497,4541
Random,1.70,0.18,28,5749,3876
FreeSplit,2.04,0.19,29,6009,4026
First,2.46,0.20,54,6497,4541
Random,1.71,0.19,29,5843,3944
FreeSplit,1.98,0.18,30,5971,3960
First,2.46,0.21,54,6497,4541
Random,1.74,0.18,29,5801,3896
FreeSplit,2.08,0.23,32,5955,3946
First,2.47,0.20,54,6497,4541
Random,1.86,0.21,27,5837,3917
